wandb: [wandb.login()] Loaded credentials for https://api.wandb.ai from /Users/shuka/.netrc.
wandb: Currently logged in as: shukanth2004 (shukanth2004-the-ohio-state-university) to https://api.wandb.ai. Use `wandb login --relogin` to force relogin
wandb: setting up run ltnzuugz
wandb: Tracking run with wandb version 0.27.0
wandb: Run data is saved locally in /Users/shuka/Documents/vscode/mechanistic_interpretability/wandb/run-20260517_194655-ltnzuugz
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run n4-wd0.4-200k-seed0
wandb: ⭐️ View project at https://wandb.ai/shukanth2004-the-ohio-state-university/mechinterp
wandb: 🚀 View run at https://wandb.ai/shukanth2004-the-ohio-state-university/mechinterp/runs/ltnzuugz
Generating dataset: n_nodes=4, n_graphs=200, dataset_seed=42
  train: 1,920 samples | val: 480 samples | vocab size: 8 | seq len: 21
Training: lr=0.001, wd=0.4, n_steps=200,000, seed=0
step     10 | train loss 1.3197 | train acc 0.422 | val loss 1.2755 | val acc 0.456 | ‖g‖ 3.6892 | 1s
step 170400 | train loss 0.0939 | train acc 0.961 | val loss 0.8163 | val acc 0.812 | ‖g‖ 13.4962 | 3579s
step 170500 | train loss 0.0292 | train acc 0.992 | val loss 0.7630 | val acc 0.819 | ‖g‖ 3.4846 | 3580s
step 170600 | train loss 0.0657 | train acc 0.977 | val loss 0.7457 | val acc 0.804 | ‖g‖ 6.6666 | 3581s
step 170700 | train loss 0.0080 | train acc 1.000 | val loss 0.7996 | val acc 0.819 | ‖g‖ 0.8090 | 3583s
step 170800 | train loss 0.0069 | train acc 1.000 | val loss 0.8717 | val acc 0.812 | ‖g‖ 1.1507 | 3584s
step 170900 | train loss 0.0028 | train acc 1.000 | val loss 0.8924 | val acc 0.806 | ‖g‖ 0.3427 | 3586s
step 171000 | train loss 0.0045 | train acc 1.000 | val loss 0.9193 | val acc 0.804 | ‖g‖ 0.9409 | 3588s
step 171100 | train loss 0.1435 | train acc 0.961 | val loss 0.6914 | val acc 0.829 | ‖g‖ 7.9202 | 3589s
step 171200 | train loss 0.0517 | train acc 0.984 | val loss 0.7987 | val acc 0.817 | ‖g‖ 3.9456 | 3590s
step 171300 | train loss 0.0117 | train acc 1.000 | val loss 0.7418 | val acc 0.817 | ‖g‖ 1.4489 | 3592s
step 171400 | train loss 0.0796 | train acc 0.977 | val loss 0.9238 | val acc 0.804 | ‖g‖ 9.0122 | 3594s
step 171500 | train loss 0.0229 | train acc 0.992 | val loss 0.7769 | val acc 0.806 | ‖g‖ 2.9759 | 3596s
step 171600 | train loss 0.0888 | train acc 0.977 | val loss 0.8067 | val acc 0.825 | ‖g‖ 9.9751 | 3598s
step 171700 | train loss 0.0306 | train acc 1.000 | val loss 0.8009 | val acc 0.815 | ‖g‖ 4.6041 | 3601s
step 171800 | train loss 0.0654 | train acc 0.984 | val loss 0.8103 | val acc 0.810 | ‖g‖ 5.7978 | 3602s
step 171900 | train loss 0.0306 | train acc 0.977 | val loss 0.8577 | val acc 0.812 | ‖g‖ 9.9560 | 3604s
step 172000 | train loss 0.0149 | train acc 1.000 | val loss 0.9002 | val acc 0.810 | ‖g‖ 2.6987 | 3605s
step 172100 | train loss 0.0063 | train acc 1.000 | val loss 0.8629 | val acc 0.815 | ‖g‖ 1.0615 | 3607s
step 172200 | train loss 0.0408 | train acc 0.984 | val loss 0.9855 | val acc 0.785 | ‖g‖ 6.3898 | 3609s
step 172300 | train loss 0.0558 | train acc 0.977 | val loss 0.8289 | val acc 0.804 | ‖g‖ 5.4394 | 3610s
step 172400 | train loss 0.0213 | train acc 1.000 | val loss 0.8025 | val acc 0.821 | ‖g‖ 3.1947 | 3612s
step 172500 | train loss 0.0160 | train acc 1.000 | val loss 0.8475 | val acc 0.823 | ‖g‖ 3.7894 | 3613s
step 172600 | train loss 0.1346 | train acc 0.961 | val loss 0.9433 | val acc 0.796 | ‖g‖ 10.9990 | 3615s
step 172700 | train loss 0.0206 | train acc 1.000 | val loss 0.7922 | val acc 0.833 | ‖g‖ 2.3872 | 3616s
step 172800 | train loss 0.0517 | train acc 0.977 | val loss 0.8106 | val acc 0.798 | ‖g‖ 6.5754 | 3618s
step 172900 | train loss 0.0719 | train acc 0.961 | val loss 0.8027 | val acc 0.827 | ‖g‖ 7.8760 | 3619s
step 173000 | train loss 0.0056 | train acc 1.000 | val loss 0.8710 | val acc 0.810 | ‖g‖ 0.8054 | 3620s
step 173100 | train loss 0.0033 | train acc 1.000 | val loss 0.9179 | val acc 0.827 | ‖g‖ 0.5103 | 3622s
step 173200 | train loss 0.0038 | train acc 1.000 | val loss 0.9428 | val acc 0.808 | ‖g‖ 0.4367 | 3624s
step 173300 | train loss 0.0340 | train acc 0.992 | val loss 0.9255 | val acc 0.825 | ‖g‖ 7.6524 | 3625s
step 173400 | train loss 0.0801 | train acc 0.961 | val loss 0.6773 | val acc 0.819 | ‖g‖ 6.4019 | 3626s
step 173500 | train loss 0.0563 | train acc 0.977 | val loss 0.8300 | val acc 0.792 | ‖g‖ 7.4183 | 3628s
step 173600 | train loss 0.0082 | train acc 1.000 | val loss 0.7921 | val acc 0.831 | ‖g‖ 1.1607 | 3629s
step 173700 | train loss 0.0115 | train acc 1.000 | val loss 0.9770 | val acc 0.817 | ‖g‖ 1.6936 | 3630s
step 173800 | train loss 0.0321 | train acc 1.000 | val loss 0.7567 | val acc 0.796 | ‖g‖ 2.4335 | 3632s
step 173900 | train loss 0.0251 | train acc 0.992 | val loss 0.9189 | val acc 0.821 | ‖g‖ 3.7027 | 3633s
step 174000 | train loss 0.0203 | train acc 0.992 | val loss 0.8387 | val acc 0.810 | ‖g‖ 4.2704 | 3635s
step 174100 | train loss 0.0053 | train acc 1.000 | val loss 0.9366 | val acc 0.804 | ‖g‖ 1.0131 | 3636s
step 174200 | train loss 0.1055 | train acc 0.969 | val loss 0.6741 | val acc 0.831 | ‖g‖ 9.7668 | 3637s
step 174300 | train loss 0.1088 | train acc 0.961 | val loss 0.8330 | val acc 0.821 | ‖g‖ 9.2875 | 3639s
step 174400 | train loss 0.0412 | train acc 0.992 | val loss 0.9113 | val acc 0.821 | ‖g‖ 4.8305 | 3640s
step 174500 | train loss 0.0448 | train acc 0.992 | val loss 0.9322 | val acc 0.819 | ‖g‖ 5.2776 | 3642s
step 174600 | train loss 0.0241 | train acc 1.000 | val loss 0.7700 | val acc 0.817 | ‖g‖ 2.6907 | 3644s
step 174700 | train loss 0.1406 | train acc 0.961 | val loss 0.8270 | val acc 0.823 | ‖g‖ 12.5453 | 3646s
step 174800 | train loss 0.0146 | train acc 0.992 | val loss 0.8323 | val acc 0.810 | ‖g‖ 2.2236 | 3648s
step 174900 | train loss 0.0037 | train acc 1.000 | val loss 0.8486 | val acc 0.831 | ‖g‖ 0.3489 | 3649s
step 175000 | train loss 0.0047 | train acc 1.000 | val loss 0.8585 | val acc 0.821 | ‖g‖ 0.8639 | 3651s
step 175100 | train loss 0.1853 | train acc 0.922 | val loss 0.9058 | val acc 0.796 | ‖g‖ 16.3378 | 3652s
step 175200 | train loss 0.0735 | train acc 0.969 | val loss 0.8366 | val acc 0.800 | ‖g‖ 12.2697 | 3654s
step 175300 | train loss 0.0189 | train acc 0.992 | val loss 0.7877 | val acc 0.823 | ‖g‖ 2.5838 | 3655s
step 175400 | train loss 0.0025 | train acc 1.000 | val loss 0.8720 | val acc 0.821 | ‖g‖ 0.2379 | 3657s
step 175500 | train loss 0.0042 | train acc 1.000 | val loss 0.8898 | val acc 0.821 | ‖g‖ 0.4111 | 3658s
step 175600 | train loss 0.0045 | train acc 1.000 | val loss 0.9318 | val acc 0.817 | ‖g‖ 1.0453 | 3660s
step 175700 | train loss 0.0830 | train acc 0.977 | val loss 0.7004 | val acc 0.798 | ‖g‖ 5.1778 | 3662s
step 175800 | train loss 0.0267 | train acc 0.992 | val loss 0.7826 | val acc 0.815 | ‖g‖ 3.8913 | 3663s
step 175900 | train loss 0.0214 | train acc 1.000 | val loss 0.9010 | val acc 0.831 | ‖g‖ 4.2506 | 3665s
step 176000 | train loss 0.0442 | train acc 0.984 | val loss 0.7186 | val acc 0.823 | ‖g‖ 4.7131 | 3666s
step 176100 | train loss 0.0175 | train acc 1.000 | val loss 0.8060 | val acc 0.821 | ‖g‖ 2.5212 | 3668s
step 176200 | train loss 0.0795 | train acc 0.969 | val loss 0.7098 | val acc 0.808 | ‖g‖ 10.3642 | 3669s
step 176300 | train loss 0.0353 | train acc 0.984 | val loss 0.7949 | val acc 0.825 | ‖g‖ 6.7054 | 3671s
step 176400 | train loss 0.0052 | train acc 1.000 | val loss 0.8221 | val acc 0.835 | ‖g‖ 0.6264 | 3672s
step 176500 | train loss 0.0723 | train acc 0.984 | val loss 0.7832 | val acc 0.823 | ‖g‖ 6.9818 | 3674s
step 176600 | train loss 0.0891 | train acc 0.969 | val loss 0.7058 | val acc 0.835 | ‖g‖ 7.8642 | 3676s
step 176700 | train loss 0.0067 | train acc 1.000 | val loss 0.7609 | val acc 0.838 | ‖g‖ 0.6345 | 3677s
step 176800 | train loss 0.0037 | train acc 1.000 | val loss 0.8530 | val acc 0.827 | ‖g‖ 0.5560 | 3679s
step 176900 | train loss 0.0049 | train acc 1.000 | val loss 0.8796 | val acc 0.817 | ‖g‖ 1.4015 | 3680s
step 177000 | train loss 0.2552 | train acc 0.938 | val loss 0.7450 | val acc 0.806 | ‖g‖ 13.0644 | 3682s
step 177100 | train loss 0.0494 | train acc 0.984 | val loss 0.7655 | val acc 0.827 | ‖g‖ 3.9734 | 3683s
step 177200 | train loss 0.0254 | train acc 0.992 | val loss 0.8205 | val acc 0.823 | ‖g‖ 5.0343 | 3685s
step 177300 | train loss 0.0399 | train acc 0.992 | val loss 0.7116 | val acc 0.827 | ‖g‖ 5.3502 | 3686s
step 177400 | train loss 0.0423 | train acc 0.984 | val loss 0.8320 | val acc 0.812 | ‖g‖ 7.7537 | 3688s
step 177500 | train loss 0.0385 | train acc 0.984 | val loss 0.7936 | val acc 0.825 | ‖g‖ 4.9176 | 3689s
step 177600 | train loss 0.0202 | train acc 0.992 | val loss 0.8285 | val acc 0.823 | ‖g‖ 2.5573 | 3690s
step 177700 | train loss 0.0507 | train acc 0.984 | val loss 0.8634 | val acc 0.829 | ‖g‖ 7.2566 | 3692s
step 177800 | train loss 0.0262 | train acc 0.992 | val loss 0.8785 | val acc 0.817 | ‖g‖ 3.9630 | 3693s
step 177900 | train loss 0.0734 | train acc 0.969 | val loss 0.7065 | val acc 0.827 | ‖g‖ 9.5430 | 3695s
step 178000 | train loss 0.0463 | train acc 0.984 | val loss 0.8210 | val acc 0.821 | ‖g‖ 5.5512 | 3696s
step 178100 | train loss 0.1005 | train acc 0.961 | val loss 0.8050 | val acc 0.838 | ‖g‖ 11.2944 | 3698s
step 178200 | train loss 0.0370 | train acc 0.992 | val loss 0.6919 | val acc 0.840 | ‖g‖ 3.5434 | 3699s
step 178300 | train loss 0.0887 | train acc 0.969 | val loss 0.8913 | val acc 0.817 | ‖g‖ 9.1340 | 3700s
step 178400 | train loss 0.0471 | train acc 0.977 | val loss 0.7670 | val acc 0.831 | ‖g‖ 9.2234 | 3702s
step 178500 | train loss 0.0286 | train acc 0.992 | val loss 0.8541 | val acc 0.806 | ‖g‖ 4.0384 | 3703s
step 178600 | train loss 0.0785 | train acc 0.961 | val loss 0.8910 | val acc 0.827 | ‖g‖ 8.1918 | 3705s
step 178700 | train loss 0.0044 | train acc 1.000 | val loss 0.7377 | val acc 0.840 | ‖g‖ 0.6394 | 3706s
step 178800 | train loss 0.0032 | train acc 1.000 | val loss 0.7958 | val acc 0.838 | ‖g‖ 0.6819 | 3708s
step 178900 | train loss 0.0052 | train acc 1.000 | val loss 0.8130 | val acc 0.829 | ‖g‖ 0.9003 | 3710s
step 179000 | train loss 0.2711 | train acc 0.945 | val loss 0.6405 | val acc 0.787 | ‖g‖ 12.5536 | 3711s
step 179100 | train loss 0.0550 | train acc 0.984 | val loss 0.7209 | val acc 0.819 | ‖g‖ 6.7163 | 3713s
step 179200 | train loss 0.0438 | train acc 0.992 | val loss 0.6657 | val acc 0.850 | ‖g‖ 5.7111 | 3715s
step 179300 | train loss 0.0978 | train acc 0.953 | val loss 0.6510 | val acc 0.835 | ‖g‖ 8.8662 | 3717s
step 179400 | train loss 0.0212 | train acc 0.992 | val loss 0.7212 | val acc 0.844 | ‖g‖ 5.6501 | 3719s
step 179500 | train loss 0.0248 | train acc 0.992 | val loss 0.7307 | val acc 0.833 | ‖g‖ 5.5950 | 3721s
step 179600 | train loss 0.0352 | train acc 0.984 | val loss 0.5994 | val acc 0.848 | ‖g‖ 6.0266 | 3723s
step 179700 | train loss 0.0581 | train acc 0.984 | val loss 0.6092 | val acc 0.852 | ‖g‖ 11.1364 | 3724s
step 179800 | train loss 0.0105 | train acc 1.000 | val loss 0.6943 | val acc 0.860 | ‖g‖ 1.3391 | 3726s
step 179900 | train loss 0.0755 | train acc 0.977 | val loss 0.6332 | val acc 0.846 | ‖g‖ 10.2618 | 3727s
step 180000 | train loss 0.0128 | train acc 1.000 | val loss 0.5131 | val acc 0.879 | ‖g‖ 1.4698 | 3729s
step 180100 | train loss 0.0149 | train acc 0.992 | val loss 0.5844 | val acc 0.867 | ‖g‖ 3.1792 | 3731s
step 180200 | train loss 0.0594 | train acc 0.977 | val loss 0.5525 | val acc 0.873 | ‖g‖ 10.0434 | 3732s
step 180300 | train loss 0.0616 | train acc 0.977 | val loss 0.5871 | val acc 0.879 | ‖g‖ 8.5948 | 3734s
step 180400 | train loss 0.0743 | train acc 0.953 | val loss 0.4645 | val acc 0.877 | ‖g‖ 6.4103 | 3735s
step 180500 | train loss 0.0148 | train acc 0.992 | val loss 0.4485 | val acc 0.902 | ‖g‖ 2.5637 | 3738s
step 180600 | train loss 0.0247 | train acc 0.992 | val loss 0.4261 | val acc 0.887 | ‖g‖ 2.9275 | 3740s
step 180700 | train loss 0.0092 | train acc 1.000 | val loss 0.3624 | val acc 0.902 | ‖g‖ 1.2717 | 3742s
step 180800 | train loss 0.0023 | train acc 1.000 | val loss 0.3959 | val acc 0.904 | ‖g‖ 0.3240 | 3743s
step 180900 | train loss 0.0032 | train acc 1.000 | val loss 0.4289 | val acc 0.900 | ‖g‖ 0.3559 | 3745s
step 181000 | train loss 0.0605 | train acc 0.984 | val loss 0.3844 | val acc 0.863 | ‖g‖ 7.8445 | 3746s
step 181100 | train loss 0.0687 | train acc 0.969 | val loss 0.3443 | val acc 0.904 | ‖g‖ 5.6071 | 3748s
step 181200 | train loss 0.0212 | train acc 1.000 | val loss 0.3316 | val acc 0.910 | ‖g‖ 2.5201 | 3749s
step 181300 | train loss 0.0061 | train acc 1.000 | val loss 0.3139 | val acc 0.906 | ‖g‖ 0.6869 | 3751s
step 181400 | train loss 0.0243 | train acc 0.984 | val loss 0.4153 | val acc 0.892 | ‖g‖ 4.5012 | 3752s
step 181500 | train loss 0.0137 | train acc 1.000 | val loss 0.4249 | val acc 0.890 | ‖g‖ 1.7759 | 3753s
step 181600 | train loss 0.0238 | train acc 0.992 | val loss 0.3448 | val acc 0.902 | ‖g‖ 7.3865 | 3755s
step 181700 | train loss 0.0114 | train acc 1.000 | val loss 0.3844 | val acc 0.894 | ‖g‖ 2.3303 | 3756s
step 181800 | train loss 0.0087 | train acc 1.000 | val loss 0.3595 | val acc 0.912 | ‖g‖ 1.0762 | 3758s
step 181900 | train loss 0.0082 | train acc 1.000 | val loss 0.3494 | val acc 0.902 | ‖g‖ 1.5346 | 3759s
step 182000 | train loss 0.0630 | train acc 0.984 | val loss 0.3844 | val acc 0.900 | ‖g‖ 15.1840 | 3761s
step 182100 | train loss 0.0330 | train acc 0.984 | val loss 0.3837 | val acc 0.906 | ‖g‖ 4.2021 | 3762s
step 182200 | train loss 0.0214 | train acc 0.992 | val loss 0.3293 | val acc 0.912 | ‖g‖ 2.8514 | 3764s
step 182300 | train loss 0.0382 | train acc 0.984 | val loss 0.4486 | val acc 0.898 | ‖g‖ 4.6157 | 3765s
step 182400 | train loss 0.0109 | train acc 1.000 | val loss 0.3541 | val acc 0.904 | ‖g‖ 1.5872 | 3767s
step 182500 | train loss 0.0036 | train acc 1.000 | val loss 0.3579 | val acc 0.910 | ‖g‖ 0.5732 | 3768s
step 182600 | train loss 0.0035 | train acc 1.000 | val loss 0.3603 | val acc 0.912 | ‖g‖ 0.3160 | 3769s
step 182700 | train loss 0.0017 | train acc 1.000 | val loss 0.3499 | val acc 0.921 | ‖g‖ 0.2264 | 3771s
step 182800 | train loss 0.1501 | train acc 0.953 | val loss 0.3685 | val acc 0.906 | ‖g‖ 10.3955 | 3772s
step 182900 | train loss 0.0174 | train acc 0.992 | val loss 0.3037 | val acc 0.917 | ‖g‖ 2.1245 | 3774s
step 183000 | train loss 0.0485 | train acc 0.984 | val loss 0.3434 | val acc 0.931 | ‖g‖ 4.2089 | 3775s
step 183100 | train loss 0.0361 | train acc 0.984 | val loss 0.4199 | val acc 0.885 | ‖g‖ 3.7651 | 3777s
step 183200 | train loss 0.0092 | train acc 1.000 | val loss 0.3413 | val acc 0.900 | ‖g‖ 1.1908 | 3778s
step 183300 | train loss 0.0270 | train acc 0.992 | val loss 0.3642 | val acc 0.917 | ‖g‖ 5.4645 | 3780s
step 183400 | train loss 0.0206 | train acc 1.000 | val loss 0.2943 | val acc 0.912 | ‖g‖ 2.8271 | 3781s
step 183500 | train loss 0.0038 | train acc 1.000 | val loss 0.3428 | val acc 0.917 | ‖g‖ 0.4414 | 3782s
step 183600 | train loss 0.0051 | train acc 1.000 | val loss 0.3450 | val acc 0.908 | ‖g‖ 1.0069 | 3784s
step 183700 | train loss 0.1192 | train acc 0.945 | val loss 0.3617 | val acc 0.890 | ‖g‖ 9.3332 | 3785s
step 183800 | train loss 0.0210 | train acc 1.000 | val loss 0.3057 | val acc 0.902 | ‖g‖ 1.9989 | 3787s
step 183900 | train loss 0.0363 | train acc 0.984 | val loss 0.3555 | val acc 0.919 | ‖g‖ 4.4464 | 3788s
step 184000 | train loss 0.0245 | train acc 0.984 | val loss 0.2955 | val acc 0.915 | ‖g‖ 4.5674 | 3790s
step 184100 | train loss 0.0114 | train acc 1.000 | val loss 0.3638 | val acc 0.908 | ‖g‖ 3.6390 | 3792s
step 184200 | train loss 0.0436 | train acc 0.984 | val loss 0.3216 | val acc 0.912 | ‖g‖ 5.7568 | 3794s
step 184300 | train loss 0.0426 | train acc 0.992 | val loss 0.4301 | val acc 0.890 | ‖g‖ 3.4033 | 3796s
step 184400 | train loss 0.0181 | train acc 1.000 | val loss 0.3787 | val acc 0.904 | ‖g‖ 2.5771 | 3798s
step 184500 | train loss 0.0043 | train acc 1.000 | val loss 0.3416 | val acc 0.921 | ‖g‖ 0.5367 | 3799s
step 184600 | train loss 0.0013 | train acc 1.000 | val loss 0.3425 | val acc 0.925 | ‖g‖ 0.1118 | 3801s
step 184700 | train loss 0.0024 | train acc 1.000 | val loss 0.3443 | val acc 0.915 | ‖g‖ 0.3467 | 3802s
step 184800 | train loss 0.0414 | train acc 0.984 | val loss 0.4226 | val acc 0.892 | ‖g‖ 3.9511 | 3804s
step 184900 | train loss 0.0883 | train acc 0.953 | val loss 0.4318 | val acc 0.873 | ‖g‖ 7.2839 | 3805s
step 185000 | train loss 0.0512 | train acc 0.984 | val loss 0.2755 | val acc 0.921 | ‖g‖ 8.5844 | 3807s
step 185100 | train loss 0.0066 | train acc 1.000 | val loss 0.3852 | val acc 0.917 | ‖g‖ 0.9105 | 3808s
step 185200 | train loss 0.0069 | train acc 1.000 | val loss 0.3441 | val acc 0.915 | ‖g‖ 2.2258 | 3810s
step 185300 | train loss 0.0177 | train acc 0.984 | val loss 0.3492 | val acc 0.915 | ‖g‖ 9.2588 | 3811s
step 185400 | train loss 0.0612 | train acc 0.977 | val loss 0.3136 | val acc 0.915 | ‖g‖ 8.0410 | 3813s
step 185500 | train loss 0.0314 | train acc 0.992 | val loss 0.3441 | val acc 0.900 | ‖g‖ 3.9879 | 3815s
step 185600 | train loss 0.0096 | train acc 1.000 | val loss 0.3373 | val acc 0.917 | ‖g‖ 1.0895 | 3816s
step 185700 | train loss 0.0261 | train acc 0.992 | val loss 0.4418 | val acc 0.873 | ‖g‖ 3.5286 | 3818s
step 185800 | train loss 0.0071 | train acc 1.000 | val loss 0.4042 | val acc 0.898 | ‖g‖ 0.6831 | 3820s
step 185900 | train loss 0.0034 | train acc 1.000 | val loss 0.2724 | val acc 0.938 | ‖g‖ 0.3646 | 3821s
step 186000 | train loss 0.0015 | train acc 1.000 | val loss 0.3238 | val acc 0.919 | ‖g‖ 0.1246 | 3823s
step 186100 | train loss 0.0029 | train acc 1.000 | val loss 0.3386 | val acc 0.927 | ‖g‖ 0.5387 | 3825s
step 186200 | train loss 0.0028 | train acc 1.000 | val loss 0.3920 | val acc 0.910 | ‖g‖ 0.6371 | 3827s
step 186300 | train loss 0.0622 | train acc 0.977 | val loss 0.3041 | val acc 0.902 | ‖g‖ 5.4797 | 3829s
step 186400 | train loss 0.0123 | train acc 1.000 | val loss 0.3096 | val acc 0.915 | ‖g‖ 1.5121 | 3831s
step 186500 | train loss 0.0073 | train acc 1.000 | val loss 0.3092 | val acc 0.921 | ‖g‖ 1.0261 | 3833s
step 186600 | train loss 0.0020 | train acc 1.000 | val loss 0.3406 | val acc 0.919 | ‖g‖ 0.2235 | 3834s
step 186700 | train loss 0.1256 | train acc 0.961 | val loss 0.5068 | val acc 0.858 | ‖g‖ 9.9544 | 3836s
step 186800 | train loss 0.0177 | train acc 1.000 | val loss 0.3071 | val acc 0.910 | ‖g‖ 1.5553 | 3837s
step 186900 | train loss 0.0023 | train acc 1.000 | val loss 0.3294 | val acc 0.915 | ‖g‖ 0.2443 | 3839s
step 187000 | train loss 0.0023 | train acc 1.000 | val loss 0.3432 | val acc 0.908 | ‖g‖ 0.2726 | 3841s
step 187100 | train loss 0.3263 | train acc 0.906 | val loss 0.4631 | val acc 0.885 | ‖g‖ 19.3921 | 3842s
step 187200 | train loss 0.0162 | train acc 0.992 | val loss 0.3302 | val acc 0.917 | ‖g‖ 3.6513 | 3844s
step 187300 | train loss 0.0147 | train acc 0.992 | val loss 0.3517 | val acc 0.906 | ‖g‖ 2.2230 | 3846s
step 187400 | train loss 0.0132 | train acc 1.000 | val loss 0.3417 | val acc 0.921 | ‖g‖ 1.9378 | 3848s
step 187500 | train loss 0.1004 | train acc 0.961 | val loss 0.3168 | val acc 0.900 | ‖g‖ 9.3441 | 3850s
step 187600 | train loss 0.0180 | train acc 1.000 | val loss 0.3261 | val acc 0.900 | ‖g‖ 2.1527 | 3851s
step 187700 | train loss 0.0084 | train acc 1.000 | val loss 0.2835 | val acc 0.933 | ‖g‖ 1.9036 | 3853s
step 187800 | train loss 0.0027 | train acc 1.000 | val loss 0.3325 | val acc 0.919 | ‖g‖ 0.1884 | 3854s
step 187900 | train loss 0.0025 | train acc 1.000 | val loss 0.3395 | val acc 0.923 | ‖g‖ 0.4612 | 3856s
step 188000 | train loss 0.0036 | train acc 1.000 | val loss 0.3762 | val acc 0.927 | ‖g‖ 1.1443 | 3857s
step 188100 | train loss 0.0790 | train acc 0.977 | val loss 0.3642 | val acc 0.900 | ‖g‖ 5.6189 | 3859s
step 188200 | train loss 0.0075 | train acc 1.000 | val loss 0.3626 | val acc 0.898 | ‖g‖ 0.8409 | 3860s
step 188300 | train loss 0.0081 | train acc 1.000 | val loss 0.3717 | val acc 0.906 | ‖g‖ 1.1877 | 3862s
step 188400 | train loss 0.0960 | train acc 0.953 | val loss 0.4524 | val acc 0.898 | ‖g‖ 7.6948 | 3863s
step 188500 | train loss 0.0872 | train acc 0.969 | val loss 0.3297 | val acc 0.915 | ‖g‖ 8.1989 | 3865s
step 188600 | train loss 0.0043 | train acc 1.000 | val loss 0.3264 | val acc 0.921 | ‖g‖ 0.5756 | 3867s
step 188700 | train loss 0.0028 | train acc 1.000 | val loss 0.3747 | val acc 0.910 | ‖g‖ 0.3605 | 3868s
step 188800 | train loss 0.0020 | train acc 1.000 | val loss 0.3682 | val acc 0.910 | ‖g‖ 0.2023 | 3870s
step 188900 | train loss 0.0045 | train acc 1.000 | val loss 0.3758 | val acc 0.906 | ‖g‖ 1.2824 | 3872s
step 189000 | train loss 0.1157 | train acc 0.961 | val loss 0.3341 | val acc 0.885 | ‖g‖ 9.1136 | 3874s
step 189100 | train loss 0.0101 | train acc 1.000 | val loss 0.2931 | val acc 0.931 | ‖g‖ 1.6745 | 3875s
step 189200 | train loss 0.0211 | train acc 0.992 | val loss 0.3652 | val acc 0.896 | ‖g‖ 3.5091 | 3877s
step 189300 | train loss 0.1229 | train acc 0.961 | val loss 0.4086 | val acc 0.883 | ‖g‖ 7.9504 | 3879s
step 189400 | train loss 0.0107 | train acc 1.000 | val loss 0.2826 | val acc 0.915 | ‖g‖ 1.0307 | 3881s
step 189500 | train loss 0.0117 | train acc 1.000 | val loss 0.3271 | val acc 0.917 | ‖g‖ 1.4139 | 3883s
step 189600 | train loss 0.0106 | train acc 1.000 | val loss 0.3352 | val acc 0.912 | ‖g‖ 2.0965 | 3885s
step 189700 | train loss 0.0095 | train acc 0.992 | val loss 0.3632 | val acc 0.908 | ‖g‖ 2.5985 | 3887s
step 189800 | train loss 0.0351 | train acc 0.984 | val loss 0.3592 | val acc 0.892 | ‖g‖ 5.2749 | 3889s
step 189900 | train loss 0.0356 | train acc 0.984 | val loss 0.2980 | val acc 0.915 | ‖g‖ 3.7390 | 3890s
step 190000 | train loss 0.0066 | train acc 1.000 | val loss 0.3367 | val acc 0.915 | ‖g‖ 1.4099 | 3891s
step 190100 | train loss 0.0392 | train acc 0.984 | val loss 0.4368 | val acc 0.900 | ‖g‖ 9.4430 | 3893s
step 190200 | train loss 0.0087 | train acc 1.000 | val loss 0.3406 | val acc 0.925 | ‖g‖ 2.0722 | 3894s
